model,learned,rounds,num_states,num_inputs,learn_inputs,learn_resets,test_inputs,test_resets,algorithm,seed
GnuTLS_3.3.12_server_full.dot,true,7,9,12,815,228,5446,450,LSharp_Nothing_SepSeq,-71459676
GnuTLS_3.3.12_server_full.dot,true,7,9,12,944,225,5789,434,LSharp_Nothing_SepSeq,989166719
GnuTLS_3.3.12_server_full.dot,true,7,9,12,781,221,3637,271,LSharp_Nothing_SepSeq,-608178690
GnuTLS_3.3.12_server_full.dot,true,7,9,12,814,228,3547,299,LSharp_Nothing_SepSeq,-1778106320
GnuTLS_3.3.12_server_full.dot,true,6,9,12,781,221,2672,191,LSharp_Nothing_SepSeq,852922439
GnuTLS_3.3.12_server_full.dot,true,7,9,12,784,222,17824,1215,LSharp_Nothing_SepSeq,2112005870
GnuTLS_3.3.12_server_full.dot,true,6,9,12,929,225,1566,138,LSharp_Nothing_SepSeq,-522364994
GnuTLS_3.3.12_server_full.dot,true,7,9,12,823,230,3707,267,LSharp_Nothing_SepSeq,-981011522
learnresult_fix.dot,true,8,9,15,2218,486,437,34,LSharp_Nothing_SepSeq,-1669988408
learnresult_fix.dot,true,7,9,15,2108,459,571,47,LSharp_Nothing_SepSeq,667442343
learnresult_fix.dot,true,6,9,15,2099,469,459,33,LSharp_Nothing_SepSeq,1747103064
learnresult_fix.dot,true,7,9,15,2197,489,759,62,LSharp_Nothing_SepSeq,51500238
learnresult_fix.dot,true,8,9,15,2213,488,2379,167,LSharp_Nothing_SepSeq,1358525670
learnresult_fix.dot,true,8,9,15,2275,486,145,18,LSharp_Nothing_SepSeq,2034450459
learnresult_fix.dot,true,8,9,15,2197,477,1062,82,LSharp_Nothing_SepSeq,560273601
learnresult_fix.dot,true,7,9,15,2066,471,217,18,LSharp_Nothing_SepSeq,1527307112
learnresult_fix.dot,true,7,9,15,2257,488,712,35,LSharp_Nothing_SepSeq,1749313672
learnresult_fix.dot,true,7,9,15,2111,475,293,35,LSharp_Nothing_SepSeq,-27498996
learnresult_fix.dot,true,6,9,15,2317,500,291,24,LSharp_Nothing_SepSeq,1777683876
learnresult_fix.dot,true,8,9,15,2184,472,613,51,LSharp_Nothing_SepSeq,915246989
learnresult_fix.dot,true,7,9,15,2285,489,771,75,LSharp_Nothing_SepSeq,-244471583
learnresult_fix.dot,true,7,9,15,2301,491,223,20,LSharp_Nothing_SepSeq,-290192708
learnresult_fix.dot,true,8,9,15,2366,497,532,38,LSharp_Nothing_SepSeq,-96843554
learnresult_fix.dot,true,7,9,15,2081,463,496,29,LSharp_Nothing_SepSeq,517435611
learnresult_fix.dot,true,8,9,15,2231,481,337,42,LSharp_Nothing_SepSeq,-986189121
learnresult_fix.dot,true,8,9,15,2338,491,602,56,LSharp_Nothing_SepSeq,-725617746
learnresult_fix.dot,true,8,9,15,2185,470,1100,84,LSharp_Nothing_SepSeq,1645170687
learnresult_fix.dot,true,8,9,15,2199,489,289,30,LSharp_Nothing_SepSeq,676498541
learnresult_fix.dot,true,6,9,15,2247,492,339,27,LSharp_Nothing_SepSeq,1318294332
learnresult_fix.dot,true,7,9,15,2355,498,1461,100,LSharp_Nothing_SepSeq,-1319297840
learnresult_fix.dot,true,8,9,15,2163,488,682,56,LSharp_Nothing_SepSeq,-1008777361
learnresult_fix.dot,true,7,9,15,2215,483,412,38,LSharp_Nothing_SepSeq,-1272299041
learnresult_fix.dot,true,6,9,15,2166,461,263,19,LSharp_Nothing_SepSeq,-294214379
learnresult_fix.dot,true,7,9,15,2228,494,543,44,LSharp_Nothing_SepSeq,1665339400
learnresult_fix.dot,true,7,9,15,2265,482,286,36,LSharp_Nothing_SepSeq,-1504176162
learnresult_fix.dot,true,7,9,15,2119,480,329,24,LSharp_Nothing_SepSeq,-13943742
learnresult_fix.dot,true,8,9,15,2220,467,772,51,LSharp_Nothing_SepSeq,-43827962
learnresult_fix.dot,true,8,9,15,2206,481,834,98,LSharp_Nothing_SepSeq,-1985659233
learnresult_fix.dot,true,7,9,15,2194,489,464,30,LSharp_Nothing_SepSeq,-1858090783
learnresult_fix.dot,true,6,9,15,2142,476,546,59,LSharp_Nothing_SepSeq,369459803
learnresult_fix.dot,true,7,9,15,2176,487,361,25,LSharp_Nothing_SepSeq,1665327579
learnresult_fix.dot,true,7,9,15,2334,487,563,26,LSharp_Nothing_SepSeq,1516664618
learnresult_fix.dot,true,8,9,15,2266,483,581,44,LSharp_Nothing_SepSeq,1212593525
learnresult_fix.dot,true,8,9,15,2194,490,580,53,LSharp_Nothing_SepSeq,-453967152
learnresult_fix.dot,true,8,9,15,2316,489,294,29,LSharp_Nothing_SepSeq,314893497
learnresult_fix.dot,true,7,9,15,2442,511,264,16,LSharp_Nothing_SepSeq,-84837925
learnresult_fix.dot,true,8,9,15,2376,493,746,62,LSharp_Nothing_SepSeq,-508191808
learnresult_fix.dot,true,7,9,15,2334,498,168,13,LSharp_Nothing_SepSeq,-492864603
learnresult_fix.dot,true,8,9,15,2063,463,947,58,LSharp_Nothing_SepSeq,1849083210
learnresult_fix.dot,true,8,9,15,2109,472,317,30,LSharp_Nothing_SepSeq,-173675945
learnresult_fix.dot,true,7,9,15,2210,496,451,41,LSharp_Nothing_SepSeq,1977553174
learnresult_fix.dot,true,7,9,15,2313,492,587,52,LSharp_Nothing_SepSeq,-472393829
learnresult_fix.dot,true,7,9,15,2163,487,315,23,LSharp_Nothing_SepSeq,1261493477
learnresult_fix.dot,true,8,9,15,2166,481,302,40,LSharp_Nothing_SepSeq,598713789
learnresult_fix.dot,true,8,9,15,2182,473,472,33,LSharp_Nothing_SepSeq,-50086088
learnresult_fix.dot,true,8,9,15,2207,495,356,26,LSharp_Nothing_SepSeq,-696637144
learnresult_fix.dot,true,8,9,15,2372,492,1280,70,LSharp_Nothing_SepSeq,-1293320932
learnresult_fix.dot,true,7,9,15,2234,495,513,35,LSharp_Nothing_SepSeq,-1629696889
learnresult_fix.dot,true,8,9,15,2178,490,1247,104,LSharp_Nothing_SepSeq,1144699897
learnresult_fix.dot,true,8,9,15,2061,457,1072,91,LSharp_Nothing_SepSeq,223382378
learnresult_fix.dot,true,8,9,15,2209,489,868,80,LSharp_Nothing_SepSeq,-2025684114
learnresult_fix.dot,true,7,9,15,2265,489,241,21,LSharp_Nothing_SepSeq,-332742319
learnresult_fix.dot,true,5,9,15,2241,494,234,14,LSharp_Nothing_SepSeq,1979590003
learnresult_fix.dot,true,8,9,15,2291,495,1043,65,LSharp_Nothing_SepSeq,-64643709
learnresult_fix.dot,true,8,9,15,2233,484,452,39,LSharp_Nothing_SepSeq,2104803781
learnresult_fix.dot,true,8,9,15,2328,490,515,38,LSharp_Nothing_SepSeq,601829698
learnresult_fix.dot,true,8,9,15,2190,493,858,64,LSharp_Nothing_SepSeq,723814709
learnresult_fix.dot,true,7,9,15,2242,496,241,14,LSharp_Nothing_SepSeq,-679443411
learnresult_fix.dot,true,8,9,15,2369,508,478,17,LSharp_Nothing_SepSeq,386173109
learnresult_fix.dot,true,8,9,15,2290,491,259,20,LSharp_Nothing_SepSeq,153977850
learnresult_fix.dot,true,7,9,15,2230,495,925,72,LSharp_Nothing_SepSeq,389563212
learnresult_fix.dot,true,8,9,15,2128,485,765,52,LSharp_Nothing_SepSeq,691571674
learnresult_fix.dot,true,8,9,15,2128,480,1534,102,LSharp_Nothing_SepSeq,-2136208943
learnresult_fix.dot,true,7,9,15,2098,483,196,27,LSharp_Nothing_SepSeq,1076763875
learnresult_fix.dot,true,7,9,15,2326,496,287,18,LSharp_Nothing_SepSeq,-810451911
learnresult_fix.dot,true,8,9,15,2334,493,421,45,LSharp_Nothing_SepSeq,-946448929
learnresult_fix.dot,true,7,9,15,2320,489,419,30,LSharp_Nothing_SepSeq,397101032
learnresult_fix.dot,true,7,9,15,2325,490,450,58,LSharp_Nothing_SepSeq,1444906972
learnresult_fix.dot,true,8,9,15,2334,495,2142,136,LSharp_Nothing_SepSeq,1627267552
learnresult_fix.dot,true,8,9,15,2073,466,929,85,LSharp_Nothing_SepSeq,407848964
learnresult_fix.dot,true,8,9,15,2139,489,185,22,LSharp_Nothing_SepSeq,1646837234
learnresult_fix.dot,true,7,9,15,2090,467,289,29,LSharp_Nothing_SepSeq,1053303190
learnresult_fix.dot,true,8,9,15,2084,471,219,16,LSharp_Nothing_SepSeq,-1501680594
learnresult_fix.dot,true,7,9,15,2297,493,406,39,LSharp_Nothing_SepSeq,-1318902
learnresult_fix.dot,true,6,9,15,2223,492,518,43,LSharp_Nothing_SepSeq,998699332
learnresult_fix.dot,true,8,9,15,2344,507,728,58,LSharp_Nothing_SepSeq,462280286
learnresult_fix.dot,true,8,9,15,2323,500,828,82,LSharp_Nothing_SepSeq,167520792
learnresult_fix.dot,true,8,9,15,2281,484,1904,136,LSharp_Nothing_SepSeq,-824710302
learnresult_fix.dot,true,7,9,15,2285,494,182,16,LSharp_Nothing_SepSeq,-1657150289
learnresult_fix.dot,true,7,9,15,2310,490,242,23,LSharp_Nothing_SepSeq,-926071793
learnresult_fix.dot,true,8,9,15,2301,488,407,36,LSharp_Nothing_SepSeq,-1347326417
learnresult_fix.dot,true,7,9,15,2488,494,652,58,LSharp_Nothing_SepSeq,-1831902150
learnresult_fix.dot,true,8,9,15,2203,485,666,38,LSharp_Nothing_SepSeq,1901202986
learnresult_fix.dot,true,7,9,15,2158,473,655,54,LSharp_Nothing_SepSeq,1076659684
learnresult_fix.dot,true,7,9,15,2237,492,1144,102,LSharp_Nothing_SepSeq,-1610393147
learnresult_fix.dot,true,8,9,15,2228,489,844,80,LSharp_Nothing_SepSeq,-1319160975
learnresult_fix.dot,true,8,9,15,2181,481,1139,76,LSharp_Nothing_SepSeq,720517606
learnresult_fix.dot,true,7,9,15,2221,487,212,14,LSharp_Nothing_SepSeq,-1035448735
learnresult_fix.dot,true,8,9,15,2231,491,560,35,LSharp_Nothing_SepSeq,-1328221101
learnresult_fix.dot,true,8,9,15,2147,487,725,43,LSharp_Nothing_SepSeq,1706385528
learnresult_fix.dot,true,7,9,15,2247,490,439,32,LSharp_Nothing_SepSeq,-1329348808
learnresult_fix.dot,true,7,9,15,2226,491,647,50,LSharp_Nothing_SepSeq,507536054
learnresult_fix.dot,true,8,9,15,2353,491,466,27,LSharp_Nothing_SepSeq,1817772894
learnresult_fix.dot,true,8,9,15,2272,490,471,45,LSharp_Nothing_SepSeq,-1004488893
learnresult_fix.dot,true,5,9,15,2210,492,231,14,LSharp_Nothing_SepSeq,-908057993
learnresult_fix.dot,true,8,9,15,2272,486,672,49,LSharp_Nothing_SepSeq,-1865357159
learnresult_fix.dot,true,8,9,15,2269,473,458,25,LSharp_Nothing_SepSeq,-1027187352
learnresult_fix.dot,true,6,9,15,2254,487,231,18,LSharp_Nothing_SepSeq,855669876
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,651,156,4008,276,LSharp_Nothing_SepSeq,-160903603
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,603,148,5515,422,LSharp_Nothing_SepSeq,-946212077
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,600,148,12330,842,LSharp_Nothing_SepSeq,-1565290420
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,596,145,4688,323,LSharp_Nothing_SepSeq,-280485366
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,636,154,9208,628,LSharp_Nothing_SepSeq,2097468884
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,655,157,7563,524,LSharp_Nothing_SepSeq,1904746812
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,591,143,6577,460,LSharp_Nothing_SepSeq,-1230365901
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,611,148,3293,255,LSharp_Nothing_SepSeq,-1391332407
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,620,155,3349,211,LSharp_Nothing_SepSeq,-14123011
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,593,144,5067,348,LSharp_Nothing_SepSeq,2005390159
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,574,141,5515,409,LSharp_Nothing_SepSeq,-1401210298
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,603,146,5334,394,LSharp_Nothing_SepSeq,1694245490
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,606,150,1938,145,LSharp_Nothing_SepSeq,-1531033902
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,587,143,7878,587,LSharp_Nothing_SepSeq,-892274778
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,695,164,4026,292,LSharp_Nothing_SepSeq,-512743176
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,688,164,8765,599,LSharp_Nothing_SepSeq,1662254573
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,572,140,7196,493,LSharp_Nothing_SepSeq,1869578945
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,651,155,9737,647,LSharp_Nothing_SepSeq,2084235218
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,571,142,7723,555,LSharp_Nothing_SepSeq,-784205661
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,587,145,2872,217,LSharp_Nothing_SepSeq,437539057
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,750,173,1496,107,LSharp_Nothing_SepSeq,290305246
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,739,170,2136,171,LSharp_Nothing_SepSeq,926848090
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,611,148,3991,265,LSharp_Nothing_SepSeq,1354785012
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,744,171,1032,101,LSharp_Nothing_SepSeq,931642862
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,745,176,2202,166,LSharp_Nothing_SepSeq,1801310964
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,759,175,4141,296,LSharp_Nothing_SepSeq,2093854256
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,622,151,4659,312,LSharp_Nothing_SepSeq,1189339990
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,626,151,6385,426,LSharp_Nothing_SepSeq,-1108970379
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,601,147,5508,385,LSharp_Nothing_SepSeq,662522171
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,685,161,3245,240,LSharp_Nothing_SepSeq,-969498232
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,679,164,6061,397,LSharp_Nothing_SepSeq,-1637056050
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,602,147,3812,251,LSharp_Nothing_SepSeq,-1860029388
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,582,142,13284,950,LSharp_Nothing_SepSeq,1008178583
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,586,144,4993,352,LSharp_Nothing_SepSeq,-268060715
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,577,141,4596,336,LSharp_Nothing_SepSeq,-1183055124
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,575,141,4022,275,LSharp_Nothing_SepSeq,595185067
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,662,161,5621,397,LSharp_Nothing_SepSeq,903084570
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,609,150,9098,632,LSharp_Nothing_SepSeq,-840489207
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,569,140,10624,738,LSharp_Nothing_SepSeq,-1783256847
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,624,155,8656,629,LSharp_Nothing_SepSeq,-1741590132
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,597,145,13225,866,LSharp_Nothing_SepSeq,110911819
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,748,173,2431,204,LSharp_Nothing_SepSeq,388645112
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,607,148,10268,676,LSharp_Nothing_SepSeq,-194864012
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,607,149,4820,350,LSharp_Nothing_SepSeq,-1012808062
OpenSSL_1.0.1g_client_regular.dot,true,6,10,7,596,146,2616,179,LSharp_Nothing_SepSeq,-929633973
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,651,156,968,88,LSharp_Nothing_SepSeq,1593407918
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,742,171,5003,347,LSharp_Nothing_SepSeq,-1175803563
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,593,145,1868,135,LSharp_Nothing_SepSeq,-1255869374
OpenSSL_1.0.1g_client_regular.dot,true,6,10,7,577,142,16337,1063,LSharp_Nothing_SepSeq,-1166473454
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,613,148,3171,243,LSharp_Nothing_SepSeq,-65850692
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,612,149,5540,359,LSharp_Nothing_SepSeq,-112034292
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,602,145,3425,233,LSharp_Nothing_SepSeq,-665691563
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,667,160,4744,332,LSharp_Nothing_SepSeq,1891492146
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,638,156,19370,1267,LSharp_Nothing_SepSeq,1588863554
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,588,143,5578,410,LSharp_Nothing_SepSeq,556801825
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,663,157,5616,402,LSharp_Nothing_SepSeq,-1248556424
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,610,149,783,65,LSharp_Nothing_SepSeq,-1769760006
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,597,147,8117,543,LSharp_Nothing_SepSeq,56147292
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,609,148,3725,254,LSharp_Nothing_SepSeq,2084399951
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,588,143,7720,561,LSharp_Nothing_SepSeq,1399455757
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,768,178,2738,199,LSharp_Nothing_SepSeq,1642162028
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,608,148,2705,234,LSharp_Nothing_SepSeq,715594633
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,778,179,3208,231,LSharp_Nothing_SepSeq,38336628
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,666,160,4372,299,LSharp_Nothing_SepSeq,-2006087016
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,744,169,7324,505,LSharp_Nothing_SepSeq,-1901492998
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,570,139,4555,319,LSharp_Nothing_SepSeq,-2091077759
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,600,147,3325,255,LSharp_Nothing_SepSeq,-664589593
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,587,144,2386,198,LSharp_Nothing_SepSeq,109506775
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,686,161,6217,484,LSharp_Nothing_SepSeq,1119937636
OpenSSL_1.0.1g_client_regular.dot,true,6,10,7,600,147,1239,94,LSharp_Nothing_SepSeq,1970536972
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,570,140,2591,207,LSharp_Nothing_SepSeq,86567837
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,637,156,4613,299,LSharp_Nothing_SepSeq,-186403467
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,623,152,2176,168,LSharp_Nothing_SepSeq,386852743
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,641,163,9158,623,LSharp_Nothing_SepSeq,1178130171
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,617,149,8137,608,LSharp_Nothing_SepSeq,1616133149
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,589,145,4230,294,LSharp_Nothing_SepSeq,1153490281
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,590,144,9372,657,LSharp_Nothing_SepSeq,813629227
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,612,149,2208,156,LSharp_Nothing_SepSeq,-1707726786
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,748,172,1501,115,LSharp_Nothing_SepSeq,-1450086633
OpenSSL_1.0.1g_client_regular.dot,true,6,10,7,650,165,4674,305,LSharp_Nothing_SepSeq,-1028077846
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,611,149,2570,168,LSharp_Nothing_SepSeq,-2061011876
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,585,143,7292,520,LSharp_Nothing_SepSeq,-444317814
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,650,155,3056,236,LSharp_Nothing_SepSeq,184605668
OpenSSL_1.0.1g_client_regular.dot,true,6,10,7,609,148,1866,153,LSharp_Nothing_SepSeq,-1944328121
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,636,153,12272,781,LSharp_Nothing_SepSeq,-773106294
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,588,145,7013,478,LSharp_Nothing_SepSeq,-632681192
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,607,148,9375,648,LSharp_Nothing_SepSeq,1771139739
OpenSSL_1.0.1g_client_regular.dot,true,6,10,7,628,153,2235,186,LSharp_Nothing_SepSeq,-2055715508
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,579,142,3676,287,LSharp_Nothing_SepSeq,628225902
OpenSSL_1.0.1g_client_regular.dot,true,9,10,7,647,156,3814,309,LSharp_Nothing_SepSeq,-1367010889
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,608,148,2480,173,LSharp_Nothing_SepSeq,-423366366
OpenSSL_1.0.1g_client_regular.dot,true,6,10,7,585,143,8161,576,LSharp_Nothing_SepSeq,1251785033
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,601,146,6203,415,LSharp_Nothing_SepSeq,-721745140
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,616,154,9050,612,LSharp_Nothing_SepSeq,-1737348253
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,565,141,7801,553,LSharp_Nothing_SepSeq,75786562
OpenSSL_1.0.1g_client_regular.dot,true,7,10,7,647,156,5936,405,LSharp_Nothing_SepSeq,-1211248424
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,723,166,8412,622,LSharp_Nothing_SepSeq,-1085879697
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,608,148,4608,342,LSharp_Nothing_SepSeq,-448541011
OpenSSL_1.0.1g_client_regular.dot,true,8,10,7,638,153,11195,768,LSharp_Nothing_SepSeq,892753014
OpenSSL_1.0.1g_client_regular.dot,true,5,10,7,674,162,1436,119,LSharp_Nothing_SepSeq,-2078266579
OpenSSL_1.0.1l_server_regular.dot,true,6,10,7,770,190,720,64,LSharp_Nothing_SepSeq,1749208942
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,663,167,12901,949,LSharp_Nothing_SepSeq,-2101299131
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,707,181,26173,1783,LSharp_Nothing_SepSeq,1189365448
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,693,176,41343,2745,LSharp_Nothing_SepSeq,1546963645
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,772,194,14310,978,LSharp_Nothing_SepSeq,-57053575
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,715,182,7961,597,LSharp_Nothing_SepSeq,1110453250
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,536,146,23690,1639,LSharp_Nothing_SepSeq,204074561
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,785,195,16252,1143,LSharp_Nothing_SepSeq,-1389000040
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,800,197,4266,293,LSharp_Nothing_SepSeq,1451096011
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,710,181,36576,2372,LSharp_Nothing_SepSeq,-1778471200
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,554,146,7116,515,LSharp_Nothing_SepSeq,-45223940
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,691,177,8334,578,LSharp_Nothing_SepSeq,1655994756
OpenSSL_1.0.1l_server_regular.dot,true,6,10,7,584,157,15729,1062,LSharp_Nothing_SepSeq,-720945185
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,752,188,24639,1677,LSharp_Nothing_SepSeq,-692433927
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,527,141,6668,525,LSharp_Nothing_SepSeq,374550546
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,829,204,3783,304,LSharp_Nothing_SepSeq,-256295750
OpenSSL_1.0.1l_server_regular.dot,true,6,10,7,538,143,10983,801,LSharp_Nothing_SepSeq,-1769774608
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,629,160,22807,1550,LSharp_Nothing_SepSeq,-1599296250
OpenSSL_1.0.1l_server_regular.dot,true,9,10,7,526,140,13525,939,LSharp_Nothing_SepSeq,528483349
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,704,179,14767,994,LSharp_Nothing_SepSeq,-1229941420
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,743,187,23421,1568,LSharp_Nothing_SepSeq,-771816146
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,573,152,45508,3019,LSharp_Nothing_SepSeq,-788085118
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,539,145,70031,4490,LSharp_Nothing_SepSeq,-1210785038
OpenSSL_1.0.1l_server_regular.dot,true,9,10,7,641,163,39644,2658,LSharp_Nothing_SepSeq,-958587005
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,557,150,13468,1001,LSharp_Nothing_SepSeq,-207300647
OpenSSL_1.0.1l_server_regular.dot,true,6,10,7,751,190,16099,1138,LSharp_Nothing_SepSeq,2056355937
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,536,143,6981,512,LSharp_Nothing_SepSeq,341116047
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,850,208,59569,3945,LSharp_Nothing_SepSeq,-603014980
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,556,151,6592,459,LSharp_Nothing_SepSeq,1214545801
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,618,162,19502,1307,LSharp_Nothing_SepSeq,689583115
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,548,146,63541,4088,LSharp_Nothing_SepSeq,1856641765
OpenSSL_1.0.1l_server_regular.dot,true,5,10,7,624,159,626,44,LSharp_Nothing_SepSeq,-920725477
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,573,150,9685,654,LSharp_Nothing_SepSeq,-1570941492
OpenSSL_1.0.1l_server_regular.dot,true,6,10,7,700,177,965,102,LSharp_Nothing_SepSeq,2118553811
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,667,170,23508,1642,LSharp_Nothing_SepSeq,-1171572441
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,606,154,9300,669,LSharp_Nothing_SepSeq,458143253
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,861,212,88085,5595,LSharp_Nothing_SepSeq,931892874
OpenSSL_1.0.1l_server_regular.dot,true,6,10,7,714,181,4319,294,LSharp_Nothing_SepSeq,-2061420923
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,539,143,24313,1699,LSharp_Nothing_SepSeq,-585169283
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,539,144,36435,2413,LSharp_Nothing_SepSeq,-27663214
OpenSSL_1.0.1l_server_regular.dot,true,8,10,7,698,177,14096,961,LSharp_Nothing_SepSeq,-37439381
OpenSSL_1.0.1l_server_regular.dot,true,7,10,7,531,141,11865,824,LSharp_Nothing_SepSeq,2133656631
